id_x,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id_y,company_rating,company_location,total_fleet_count,iata_approved
15431,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1585.0,4060,15431,97.0,10.0,10.0,10.0,10.0,10.0,10.0,14,0.54,4060,1.0,Russian Federation,1.0,False
59045,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2430.0,28828,59045,100.0,10.0,10.0,9.0,10.0,10.0,10.0,8,0.29,28828,1.0,Isle of Man,198.0,True
8234,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,5420.0,5771,8234,84.0,9.0,9.0,9.0,9.0,10.0,9.0,60,2.21,5771,0.98,Vietnam,8.0,False
23117,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,3.0,False,False,2365.0,39907,23117,99.0,10.0,10.0,10.0,10.0,10.0,10.0,65,2.36,39907,1.0,Turkmenistan,1.0,False
15908,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1897.0,45512,15908,97.0,10.0,10.0,10.0,10.0,10.0,9.0,132,4.75,45512,1.0,Barbados,2.0,True
28746,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,2495.0,4267,28746,93.0,10.0,9.0,9.0,9.0,10.0,9.0,11,0.41,4267,1.0,Senegal,22.0,True
50421,Estonia,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1390.0,714,50421,97.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.59,714,1.0,Zimbabwe,1.0,False
37944,Micronesia,Type V5,Plasma,ThetaBase Services,4.0,10,strict,4.0,False,False,19070.0,43798,37944,99.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.54,43798,1.0,El Salvador,4.0,True
4099,Anguilla,Type F5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,True,False,1910.0,40768,4099,97.0,10.0,10.0,10.0,10.0,9.0,10.0,57,2.39,40768,1.0,Anguilla,1.0,True
64831,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1845.0,23682,64831,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.15,23682,0.57,Uganda,4.0,False
35564,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1429.0,30757,35564,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.26,30757,0.9,Croatia,2.0,False
4578,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1156.0,11525,4578,99.0,10.0,9.0,10.0,10.0,9.0,10.0,54,2.04,11525,0.9,Australia,1.0,True
142,Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1221.0,31805,142,87.0,9.0,9.0,9.0,9.0,8.0,9.0,36,1.31,31805,0.99,Mauritania,20.0,False
13798,Malta,Type X3,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1897.0,31805,13798,77.0,9.0,9.0,10.0,10.0,9.0,9.0,7,0.26,31805,0.99,Mauritania,20.0,False
48901,Malta,Type N0,Quantum,ThetaBase Services,1.0,4,flexible,4.0,False,False,2274.0,31805,48901,83.0,9.0,9.0,9.0,9.0,9.0,9.0,92,3.38,31805,0.99,Mauritania,20.0,False
63892,Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1221.0,31805,63892,83.0,9.0,8.0,10.0,9.0,9.0,9.0,86,3.18,31805,0.99,Mauritania,20.0,False
41039,Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1221.0,31805,41039,86.0,9.0,9.0,10.0,10.0,9.0,9.0,58,2.11,31805,0.99,Mauritania,20.0,False
68691,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,False,False,2430.0,18077,68691,90.0,9.0,9.0,10.0,10.0,10.0,9.0,25,0.93,18077,1.0,Sao Tome and Principe,139.0,False
50877,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,2235.0,23682,50877,98.0,10.0,9.0,10.0,10.0,10.0,10.0,12,0.44,23682,0.57,Uganda,4.0,False
33493,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1325.0,2183,33493,98.0,10.0,10.0,10.0,10.0,10.0,10.0,24,0.9,2183,1.0,Isle of Man,3.0,False
55782,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1507.0,49555,55782,99.0,10.0,10.0,10.0,10.0,10.0,10.0,71,2.66,49555,1.0,Saint Pierre and Miquelon,4.0,True
6948,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,3990.0,19842,6948,71.0,8.0,8.0,6.0,7.0,10.0,7.0,14,0.52,19842,0.85,Turkmenistan,53.0,False
64764,Barbados,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,3990.0,19842,64764,84.0,9.0,9.0,9.0,8.0,10.0,9.0,37,1.34,19842,0.85,Turkmenistan,53.0,False
18939,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,3990.0,19842,18939,88.0,9.0,9.0,9.0,9.0,10.0,9.0,20,0.73,19842,0.85,Turkmenistan,53.0,False
74294,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,5550.0,19842,74294,84.0,9.0,9.0,9.0,9.0,9.0,9.0,22,0.89,19842,0.85,Turkmenistan,53.0,False
63208,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,4250.0,19842,63208,79.0,8.0,8.0,8.0,7.0,10.0,9.0,27,1.09,19842,0.85,Turkmenistan,53.0,False
51887,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,4250.0,19842,51887,72.0,7.0,9.0,8.0,7.0,9.0,8.0,12,0.44,19842,0.85,Turkmenistan,53.0,False
61443,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,3990.0,19842,61443,78.0,9.0,10.0,8.0,8.0,10.0,9.0,13,0.48,19842,0.85,Turkmenistan,53.0,False
26875,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,4770.0,19842,26875,86.0,9.0,10.0,9.0,9.0,10.0,9.0,56,2.04,19842,0.85,Turkmenistan,53.0,False
17727,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,4250.0,19842,17727,83.0,8.0,9.0,8.0,9.0,10.0,9.0,7,0.25,19842,0.85,Turkmenistan,53.0,False
36921,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,3990.0,19842,36921,86.0,9.0,9.0,9.0,9.0,10.0,9.0,31,1.21,19842,0.85,Turkmenistan,53.0,False
52527,Nicaragua,Type G0,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,4250.0,19842,52527,83.0,9.0,9.0,9.0,8.0,9.0,8.0,39,1.43,19842,0.85,Turkmenistan,53.0,False
37607,Kiribati,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1351.0,17054,37607,99.0,10.0,10.0,10.0,10.0,9.0,10.0,76,2.76,17054,1.0,Nicaragua,1.0,False
13216,Wallis and Futuna,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1767.0,18088,13216,98.0,10.0,10.0,10.0,10.0,10.0,10.0,37,2.74,18088,1.0,Marshall Islands,3.0,True
49664,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1819.0,22739,49664,98.0,10.0,10.0,10.0,10.0,10.0,9.0,31,1.15,22739,1.0,Gambia,3.0,True
9548,Niue,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,False,False,1897.0,13747,9548,93.0,10.0,10.0,10.0,10.0,9.0,9.0,36,1.32,13747,1.0,Niue,1.0,True
14707,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1429.0,37293,14707,89.0,9.0,9.0,9.0,9.0,9.0,9.0,37,1.36,37293,0.92,Russian Federation,15.0,False
55501,Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1221.0,31805,55501,83.0,9.0,8.0,9.0,9.0,9.0,9.0,70,2.75,31805,0.99,Mauritania,20.0,False
58986,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1780.0,30927,58986,96.0,10.0,9.0,10.0,10.0,10.0,10.0,106,3.98,30927,1.0,Indonesia,1.0,False
71469,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,3470.0,49113,71469,99.0,10.0,10.0,10.0,10.0,10.0,10.0,29,1.08,49113,0.83,Barbados,1.0,True
63876,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,3,strict,1.0,False,False,2157.0,19228,63876,91.0,9.0,9.0,10.0,9.0,10.0,9.0,25,0.92,19228,1.0,Svalbard & Jan Mayen Islands,8.0,False
6642,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,True,False,1468.0,43361,6642,94.0,10.0,9.0,10.0,10.0,10.0,9.0,8,1.26,43361,1.0,Maldives,1.0,False
71998,Niue,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,2.0,False,False,1455.0,21758,71998,95.0,10.0,9.0,10.0,10.0,10.0,10.0,69,2.6,21758,1.0,Guinea,1.0,False
12505,Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1182.0,44218,12505,77.0,8.0,8.0,9.0,9.0,8.0,8.0,26,1.0,44218,1.0,Kiribati,3.0,False
25882,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1780.0,3442,25882,99.0,10.0,10.0,10.0,10.0,10.0,10.0,53,1.95,3442,1.0,Tonga,2.0,True
76731,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1455.0,16162,76731,96.0,10.0,10.0,10.0,9.0,9.0,9.0,96,3.54,16162,1.0,Svalbard & Jan Mayen Islands,2.0,True
37114,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1949.0,21155,37114,99.0,10.0,10.0,10.0,10.0,10.0,10.0,39,1.46,21155,1.0,Libyan Arab Jamahiriya,1.0,False
17292,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,3145.0,7413,17292,99.0,10.0,10.0,10.0,10.0,10.0,10.0,44,1.63,7413,1.0,Cape Verde,1.0,True
7144,Costa Rica,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,1767.0,1239,7144,98.0,10.0,9.0,10.0,10.0,10.0,10.0,18,0.67,1239,1.0,Gambia,1.0,True
11540,Nicaragua,Type F5,Plasma,ThetaBase Services,4.0,8,strict,4.0,True,False,2365.0,28828,11540,93.0,9.0,10.0,9.0,10.0,10.0,10.0,16,0.62,28828,1.0,Isle of Man,198.0,True
73834,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,2755.0,18791,73834,99.0,10.0,10.0,10.0,10.0,9.0,10.0,103,3.77,18791,1.0,Zimbabwe,8.0,True
71409,Guinea,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2872.0,37646,71409,86.0,9.0,9.0,9.0,9.0,9.0,9.0,10,0.38,37646,1.0,Estonia,60.0,False
602,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1364.0,38479,602,90.0,10.0,9.0,10.0,10.0,9.0,10.0,4,0.16,38479,1.0,Russian Federation,2.0,True
13500,Estonia,Type F5,Nuclear,ThetaBase Services,1.0,2,flexible,1.0,False,False,1130.0,42580,13500,80.0,9.0,8.0,10.0,10.0,9.0,9.0,3,0.17,42580,1.0,Costa Rica,3.0,False
39020,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2170.0,40480,39020,98.0,10.0,10.0,10.0,10.0,9.0,9.0,15,0.57,40480,1.0,Lebanon,1.0,True
32827,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2820.0,18077,32827,99.0,10.0,10.0,10.0,10.0,10.0,10.0,20,0.75,18077,1.0,Sao Tome and Principe,139.0,False
70751,Micronesia,Type F5,Plasma,ThetaBase Services,4.0,7,moderate,5.0,False,False,5030.0,18077,70751,93.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.13,18077,1.0,Sao Tome and Principe,139.0,False
32057,Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1143.0,31805,32057,86.0,9.0,9.0,10.0,9.0,9.0,9.0,61,2.25,31805,0.99,Mauritania,20.0,False
58096,Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1143.0,31805,58096,82.0,9.0,8.0,9.0,9.0,9.0,9.0,84,3.1,31805,0.99,Mauritania,20.0,False
71817,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,False,False,3145.0,49359,71817,100.0,10.0,10.0,10.0,10.0,10.0,10.0,26,1.07,49359,1.0,Isle of Man,1.0,False
44389,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,2365.0,6894,44389,80.0,8.0,7.0,9.0,10.0,9.0,9.0,2,0.12,6894,0.8,Estonia,47.0,True
38911,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2950.0,9861,38911,96.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.26,9861,1.0,Guernsey,2.0,False
14463,Malta,Type N0,Quantum,ThetaBase Services,1.0,8,flexible,8.0,False,False,3470.0,31805,14463,80.0,8.0,8.0,9.0,9.0,8.0,8.0,49,1.93,31805,0.99,Mauritania,20.0,False
38940,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1377.0,16527,38940,90.0,9.0,8.0,9.0,10.0,10.0,9.0,7,0.39,16527,1.0,Palestinian Territory,2.0,False
71085,Malta,Type N0,Quantum,ThetaBase Services,1.0,10,flexible,10.0,False,False,3990.0,31805,71085,87.0,9.0,7.0,10.0,10.0,9.0,9.0,24,0.95,31805,0.99,Mauritania,20.0,False
61910,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,False,False,4757.0,41567,61910,94.0,10.0,10.0,10.0,10.0,10.0,9.0,13,0.5,41567,1.0,Chile,1.0,True
69856,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,False,False,1910.0,23362,69856,98.0,10.0,10.0,10.0,10.0,10.0,10.0,27,1.1,23362,1.0,Monaco,1.0,True
69424,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2105.0,22335,69424,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.19,22335,1.0,Russian Federation,3.0,True
67356,Micronesia,Type F5,Plasma,ThetaBase Services,3.0,5,strict,3.0,False,False,3600.0,48381,67356,91.0,9.0,9.0,9.0,9.0,10.0,9.0,7,0.3,48381,0.9,Netherlands,1.0,False
37526,Micronesia,Type N0,Quantum,ThetaBase Services,1.0,3,flexible,1.0,False,False,1702.0,8707,37526,93.0,9.0,9.0,9.0,9.0,10.0,9.0,11,0.41,8707,0.73,Rwanda,21.0,True
74872,Malta,Type X3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,2027.0,31805,74872,78.0,8.0,8.0,9.0,10.0,8.0,8.0,10,0.37,31805,0.99,Mauritania,20.0,False
4406,Niue,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1312.0,3278,4406,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,1.01,3278,0.9,Guinea,2.0,True
53759,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,False,False,2300.0,18298,53759,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.15,18298,0.0,Uzbekistan,1.0,False
54015,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2170.0,36914,54015,96.0,9.0,9.0,9.0,10.0,10.0,9.0,5,0.19,36914,1.0,Nauru,1.0,True
55464,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1260.0,18258,55464,97.0,10.0,10.0,10.0,10.0,9.0,10.0,29,1.21,18258,0.9,Niue,2.0,False
57188,Malta,Type V7,Plasma,ThetaBase Services,1.0,4,moderate,1.0,False,False,3145.0,43301,57188,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.13,43301,1.0,Tunisia,1.0,False
28088,Barbados,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,4770.0,39109,28088,84.0,9.0,8.0,9.0,9.0,10.0,8.0,9,0.34,39109,0.77,Ukraine,24.0,True
13074,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2365.0,31514,13074,100.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.43,31514,0.75,Gibraltar,2.0,False
40017,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1260.0,17788,40017,73.0,8.0,9.0,10.0,10.0,8.0,8.0,5,0.19,17788,0.0,Australia,2.0,True
3805,Barbados,Type F5,Plasma,ThetaBase Services,3.0,6,strict,5.0,False,False,4770.0,39109,3805,96.0,9.0,9.0,10.0,10.0,10.0,10.0,10,0.38,39109,0.77,Ukraine,24.0,True
53589,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,4.0,False,False,2560.0,6496,53589,94.0,10.0,9.0,9.0,10.0,10.0,9.0,8,0.3,6496,0.83,Cuba,2.0,True
61060,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,False,False,2001.0,21838,61060,99.0,10.0,10.0,10.0,10.0,10.0,10.0,22,0.87,21838,1.0,Guinea,1.0,True
38917,Micronesia,Type G0,Plasma,SIT Technology Unlimited,0.0,3,strict,2.0,False,False,1585.0,10883,38917,92.0,9.0,9.0,10.0,10.0,10.0,10.0,21,0.79,10883,1.0,Niger,8.0,True
21990,Brazil,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,2.0,False,False,1130.0,26361,21990,95.0,10.0,10.0,10.0,10.0,9.0,10.0,56,2.11,26361,1.0,Vanuatu,3.0,False
37958,Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2872.0,37646,37958,80.0,9.0,10.0,8.0,9.0,9.0,9.0,4,0.15,37646,1.0,Estonia,60.0,False
8843,Isle of Man,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1507.0,39304,8843,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1,0.05,39304,0.75,Togo,2.0,True
7079,Niue,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,2.0,False,False,2794.0,31314,7079,93.0,9.0,9.0,10.0,10.0,9.0,10.0,18,0.72,31314,1.0,Guinea,4.0,True
16731,Niue,Type F5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2170.0,29703,16731,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.21,29703,1.0,Niue,1.0,False
31292,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,2807.0,37702,31292,98.0,10.0,9.0,10.0,10.0,9.0,10.0,44,1.79,37702,1.0,Gibraltar,1.0,False
22839,Niue,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,False,False,2430.0,17868,22839,98.0,10.0,9.0,10.0,10.0,10.0,10.0,9,1.18,17868,1.0,Niue,2.0,False
50174,Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,2.0,4,moderate,2.0,True,False,2105.0,16237,50174,93.0,10.0,8.0,10.0,10.0,9.0,10.0,6,0.23,16237,1.0,Sao Tome and Principe,1.0,True
10237,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,2170.0,13039,10237,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.75,13039,0.8,Russian Federation,2.0,True
44746,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,1.0,False,False,2144.0,32556,44746,86.0,9.0,9.0,10.0,10.0,10.0,9.0,7,0.26,32556,0.9,Estonia,11.0,True
58183,Brazil,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1299.0,31936,58183,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.17,31936,1.0,Vanuatu,2.0,False
4273,Estonia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,1845.0,27233,4273,98.0,10.0,10.0,10.0,10.0,9.0,10.0,25,0.94,27233,1.0,Zimbabwe,1.0,True
18508,Malta,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,3015.0,24858,18508,99.0,10.0,10.0,10.0,10.0,10.0,10.0,39,1.47,24858,1.0,Indonesia,2.0,True
47862,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1910.0,40656,47862,93.0,10.0,9.0,10.0,10.0,8.0,9.0,11,0.51,40656,1.0,Sao Tome and Principe,1.0,False
51714,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1312.0,28404,51714,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95,3.58,28404,1.0,Croatia,1.0,True
3306,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1195.0,47938,3306,97.0,10.0,10.0,10.0,10.0,10.0,10.0,90,3.58,47938,1.0,Niue,4.0,False
34992,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1260.0,20796,34992,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.04,20796,1.0,Togo,2.0,False
16763,Nicaragua,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1325.0,49772,16763,98.0,10.0,10.0,10.0,10.0,10.0,10.0,26,2.15,49772,1.0,Jersey,1.0,False
53616,Micronesia,Type F5,Plasma,ThetaBase Services,3.0,5,moderate,3.0,False,False,4120.0,20089,53616,91.0,9.0,10.0,10.0,10.0,10.0,9.0,18,0.7,20089,1.0,Rwanda,1.0,True
47244,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,False,False,2066.0,35236,47244,91.0,10.0,9.0,9.0,9.0,10.0,9.0,30,1.14,35236,1.0,Chile,1.0,True
31299,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1780.0,17669,31299,90.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.12,17669,1.0,Russian Federation,3.0,False
40409,Micronesia,Type V5,Plasma,ThetaBase Services,4.0,6,moderate,4.0,False,False,4770.0,18077,40409,98.0,10.0,10.0,10.0,10.0,10.0,10.0,13,0.55,18077,1.0,Sao Tome and Principe,139.0,False
56405,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1364.0,42261,56405,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.11,42261,1.0,Niue,1.0,False
27831,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,2430.0,28828,27831,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.25,28828,1.0,Isle of Man,198.0,True
2364,Barbados,Type V5,Nuclear,ThetaBase Services,1.0,10,strict,10.0,False,False,1260.0,12598,2364,86.0,9.0,8.0,9.0,9.0,10.0,9.0,22,0.84,12598,1.0,Montserrat,3.0,False
24808,Brazil,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1195.0,43131,24808,95.0,10.0,9.0,10.0,10.0,10.0,10.0,21,0.8,43131,1.0,Vanuatu,2.0,False
33734,Brazil,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1325.0,43131,33734,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.12,43131,1.0,Vanuatu,2.0,False
51829,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2742.0,30426,51829,94.0,10.0,9.0,10.0,10.0,9.0,9.0,38,1.44,30426,1.0,Kenya,1.0,False
26842,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2430.0,25824,26842,97.0,10.0,10.0,10.0,10.0,10.0,9.0,18,0.69,25824,1.0,Croatia,1.0,True
61783,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,3080.0,27972,61783,74.0,7.0,9.0,9.0,9.0,10.0,8.0,7,0.34,27972,0.94,Brazil,27.0,False
35410,United Kingdom,Type V7,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,2716.0,2403,35410,91.0,10.0,10.0,10.0,10.0,9.0,9.0,9,0.35,2403,0.5,Gibraltar,2.0,False
24123,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,False,False,1494.0,26627,24123,100.0,10.0,10.0,10.0,10.0,8.0,10.0,3,0.43,26627,0.71,Monaco,1.0,False
67540,Barbados,Type V5,Nuclear,ThetaBase Services,1.0,2,moderate,1.0,False,False,1910.0,12598,67540,95.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.19,12598,1.0,Montserrat,3.0,False
50084,Russian Federation,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,True,False,4133.0,38163,50084,92.0,9.0,8.0,10.0,10.0,10.0,9.0,36,1.66,38163,1.0,Venezuela,3.0,False
27366,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,1,strict,2.0,True,False,1182.0,11126,27366,96.0,10.0,10.0,10.0,10.0,9.0,10.0,58,2.19,11126,1.0,Anguilla,3.0,True
51206,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,4185.0,19811,51206,85.0,10.0,8.0,9.0,9.0,10.0,9.0,11,0.43,19811,0.9,Nicaragua,21.0,True
27542,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1429.0,12591,27542,91.0,10.0,9.0,10.0,9.0,10.0,9.0,165,6.27,12591,1.0,Maldives,4.0,True
55240,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,2365.0,22289,55240,96.0,10.0,9.0,10.0,10.0,9.0,9.0,15,0.64,22289,1.0,Guinea,1.0,True
44550,Micronesia,Type V2,Plasma,ThetaBase Services,3.0,7,strict,3.0,True,False,6655.0,19958,44550,88.0,9.0,9.0,9.0,9.0,10.0,9.0,19,0.74,19958,1.0,Congo,40.0,True
9174,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2625.0,46685,9174,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.47,46685,1.0,Tonga,1.0,True
7014,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1338.0,12591,7014,92.0,10.0,10.0,10.0,10.0,10.0,9.0,161,6.08,12591,1.0,Maldives,4.0,True
50947,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1715.0,16840,50947,100.0,10.0,10.0,10.0,10.0,10.0,10.0,62,2.38,16840,1.0,Mexico,1.0,True
